Label	Text
remove	skip the vegan cheese
add	insert sugar to my recipe
add	i'd like to add milk
add	add almond milk to the list
substitute	use tofu instead of olive oil
substitute	substitute yogurt for coconut milk
add	i'd like to add mushroom
add	i'd like to add almond milk
add	let's put beef in it
substitute	substitute tofu for flour
remove	don't use eggs
add	add sugar
substitute	change oat flour to tofu
remove	get rid of flour
remove	take out oat flour
substitute	can we swap oat flour with olive oil?
add	add eggs
substitute	use eggs instead of rice
remove	get rid of eggs
remove	take out coconut milk
substitute	exchange honey with flour
add	throw in some butter
add	please add cheese
substitute	please use mushroom instead of rice
add	insert mushroom to my recipe
substitute	trade eggs for quinoa
substitute	change honey to vegan cheese
remove	eliminate oat flour
remove	remove butter
remove	can you remove honey?
add	let's put beef in it
remove	exclude mushroom
remove	no honey in this
add	let's put chicken in it
remove	exclude beef
substitute	i prefer tofu over mushroom
add	let's put cheese in it
add	include cheese please
substitute	trade vegan cheese for honey
remove	take out almond milk
substitute	replace milk with tofu
substitute	can we swap mushroom with eggs?
add	i want to include flour
remove	can you remove oat flour?
remove	no rice in this
substitute	replace quinoa with chia seeds
add	insert cheese to my recipe
substitute	replace coconut milk with chia seeds
substitute	substitute rice for sugar
remove	take out chia seeds
add	let's put cheese in it
substitute	switch honey for olive oil
substitute	can we swap eggs with vegan cheese?
substitute	i prefer eggs over milk
add	add oat flour
add	can you add olive oil?
substitute	exchange vegan cheese with sugar
substitute	change rice to beef
remove	can you remove butter?
remove	don't use sugar
substitute	can we swap yogurt with chicken?
remove	remove rice
substitute	use cheese instead of coconut milk
substitute	exchange flour with oat flour
substitute	replace mushroom with chia seeds
remove	can you remove sugar?
substitute	use mushroom instead of rice
substitute	use vegan cheese instead of chia seeds
remove	skip the tofu
add	please add cheese
substitute	change yogurt to sugar
substitute	use eggs instead of oat flour
substitute	please use olive oil instead of yogurt
add	include oat flour please
substitute	can we swap oat flour with tofu?
substitute	change coconut milk to chicken
remove	get rid of rice
add	throw in some vegan cheese
add	i'd like to add flour
add	add sugar
substitute	trade oat flour for milk
remove	take out butter
add	can you add olive oil?
substitute	substitute coconut milk for chia seeds
remove	eliminate coconut milk
substitute	change beef to chia seeds
add	can you add tofu?
add	throw in some coconut milk
add	i want to include beef
remove	get rid of eggs
remove	exclude olive oil
remove	get rid of cheese
remove	delete flour from the list
add	add honey to the list
add	add rice to the list
substitute	replace honey with coconut milk
substitute	i prefer butter over beef
add	add chicken to the list
remove	eliminate milk
add	can you add yogurt?
add	include oat flour please
remove	no vegan cheese in this
add	i want to include sugar
add	throw in some milk
remove	remove chia seeds
add	i want to include olive oil
remove	get rid of cheese
add	throw in some beef
add	let's put quinoa in it
substitute	trade rice for butter
substitute	replace coconut milk with yogurt
add	let's put sugar in it
substitute	change quinoa to cheese
remove	remove tofu
add	insert cheese to my recipe
substitute	switch almond milk for coconut milk
substitute	replace butter with almond milk
remove	don't use honey
add	include olive oil please
add	throw in some beef
substitute	can we swap vegan cheese with chia seeds?
add	i'd like to add mushroom
substitute	please use butter instead of milk
add	add sugar
remove	eliminate olive oil
remove	remove milk
remove	delete rice from the list
substitute	exchange butter with milk
substitute	replace honey with cheese
add	can you add chia seeds?
substitute	exchange almond milk with butter
add	please add vegan cheese
substitute	replace honey with cheese
add	i'd like to add quinoa
substitute	use olive oil instead of eggs
add	include oat flour please
add	let's put oat flour in it
add	throw in some butter
remove	take out honey
substitute	change milk to cheese
remove	delete olive oil from the list
remove	can you remove sugar?
substitute	change tofu to olive oil
remove	delete flour from the list
remove	don't use cheese
remove	can you remove olive oil?
substitute	change yogurt to vegan cheese
substitute	i prefer honey over flour
add	add oat flour
remove	exclude tofu
remove	take out yogurt
add	please add almond milk
substitute	i prefer flour over beef
substitute	use flour instead of milk
add	include quinoa please
substitute	can we swap almond milk with oat flour?
add	include flour please
substitute	can we swap chicken with beef?
substitute	substitute almond milk for mushroom
substitute	switch flour for sugar
remove	can you remove beef?
add	insert yogurt to my recipe
remove	no milk in this
substitute	change flour to butter
substitute	change almond milk to oat flour
add	throw in some chicken
add	please add almond milk
add	i want to include eggs
remove	can you remove olive oil?
add	please add flour
substitute	replace coconut milk with honey
substitute	change honey to almond milk
remove	exclude beef
substitute	exchange tofu with mushroom
add	let's put almond milk in it
add	add chicken to the list
add	add mushroom to the list
remove	can you remove quinoa?
add	add butter
remove	skip the almond milk
substitute	can we swap almond milk with chicken?
substitute	change chicken to rice
add	add milk
add	add oat flour
add	let's put butter in it
add	insert chicken to my recipe
remove	get rid of olive oil
add	please add rice
remove	get rid of mushroom
remove	take out flour
add	add almond milk to the list
remove	eliminate olive oil
substitute	exchange milk with butter
remove	take out beef
remove	eliminate tofu
substitute	i prefer quinoa over oat flour
substitute	i prefer sugar over olive oil
substitute	please use sugar instead of rice
remove	skip the chia seeds
remove	remove honey
add	i'd like to add sugar
add	add rice
add	i want to include eggs
remove	take out beef
add	include vegan cheese please
add	add sugar to the list
substitute	can we swap coconut milk with sugar?
add	i want to include flour
remove	no rice in this
remove	get rid of butter
remove	get rid of butter
substitute	can we swap rice with mushroom?
remove	exclude chicken
add	please add quinoa
remove	remove honey
add	can you add quinoa?
add	insert sugar to my recipe
substitute	substitute eggs for flour
remove	remove flour
add	let's put sugar in it
add	let's put oat flour in it
add	add flour to the list
substitute	substitute beef for yogurt
substitute	please use almond milk instead of milk
remove	no sugar in this
substitute	switch chia seeds for cheese
substitute	please use mushroom instead of flour
remove	eliminate sugar
remove	take out flour
add	add beef
substitute	trade chia seeds for cheese
add	throw in some coconut milk
substitute	please use honey instead of sugar
remove	skip the mushroom
substitute	trade quinoa for eggs
remove	can you remove vegan cheese?
add	can you add beef?
remove	skip the chia seeds
add	can you add oat flour?
remove	can you remove cheese?
remove	eliminate almond milk
substitute	switch tofu for flour
substitute	please use flour instead of tofu
add	throw in some butter
add	i want to include coconut milk
add	i'd like to add yogurt
remove	take out mushroom
add	add honey
add	i want to include yogurt
substitute	please use vegan cheese instead of milk
substitute	change chicken to olive oil
remove	don't use chia seeds
add	please add coconut milk
remove	skip the yogurt
substitute	substitute coconut milk for chicken
substitute	substitute eggs for sugar
substitute	switch butter for mushroom
substitute	switch milk for honey
remove	can you remove chicken?
remove	take out olive oil
remove	skip the vegan cheese
substitute	exchange milk with cheese
add	add sugar to the list
substitute	trade eggs for rice
substitute	can we swap olive oil with tofu?
substitute	can we swap honey with milk?
add	i want to include butter
remove	exclude coconut milk
remove	delete sugar from the list
add	i want to include milk
substitute	switch eggs for almond milk
substitute	change eggs to cheese
substitute	please use chicken instead of mushroom
remove	get rid of beef
add	throw in some rice
substitute	use eggs instead of oat flour
remove	can you remove mushroom?
substitute	substitute honey for beef
substitute	exchange beef with vegan cheese
substitute	exchange almond milk with chicken
add	add beef to the list
add	include chia seeds please
remove	don't use flour
substitute	change yogurt to vegan cheese
remove	don't use butter
remove	no honey in this
remove	can you remove yogurt?
add	i want to include eggs
substitute	switch almond milk for coconut milk
remove	get rid of quinoa
substitute	please use rice instead of coconut milk
substitute	i prefer quinoa over almond milk
remove	delete cheese from the list
substitute	exchange tofu with chia seeds
substitute	exchange chia seeds with sugar
remove	delete olive oil from the list
substitute	substitute tofu for chia seeds
remove	remove rice
add	i want to include flour
substitute	i prefer olive oil over quinoa
