PrevToken	Token	NextToken	Label
some	eggs	<END>	B-NEW
<START>	dont	use	O
dont	use	coconut milk	O
use	coconut milk	<END>	B-NEW
<START>	add	honey	O
add	honey	to	B-NEW
honey	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	please	use	O
please	use	cheese	O
use	cheese	instead	B-NEW
cheese	instead	of	O
instead	of	olive oil	O
of	olive oil	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	tofu	O
remove	tofu	?	B-OLD
tofu	?	<END>	I-OLD
<START>	trade	mushroom	O
trade	mushroom	for	B-OLD
mushroom	for	flour	O
for	flour	<END>	B-NEW
<START>	exchange	oat flour	O
exchange	oat flour	with	B-OLD
oat flour	with	flour	O
with	flour	<END>	B-NEW
<START>	include	almond milk	O
include	almond milk	please	B-NEW
almond milk	please	<END>	O
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	almond milk	O
add	almond milk	<END>	B-NEW
<START>	replace	yogurt	O
replace	yogurt	with	B-OLD
yogurt	with	tofu	O
with	tofu	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	olive oil	O
of	olive oil	<END>	B-OLD
<START>	please	use	O
please	use	mushroom	O
use	mushroom	instead	B-NEW
mushroom	instead	of	O
instead	of	rice	O
of	rice	<END>	B-OLD
<START>	take	out	O
take	out	eggs	O
out	eggs	<END>	B-OLD
<START>	include	milk	O
include	milk	please	B-NEW
milk	please	<END>	O
<START>	no	eggs	O
no	eggs	in	B-OLD
eggs	in	this	O
in	this	<END>	O
<START>	take	out	O
take	out	eggs	O
out	eggs	<END>	B-OLD
<START>	take	out	O
take	out	rice	O
out	rice	<END>	B-OLD
<START>	can	we	O
can	we	swap	O
we	swap	yogurt	O
swap	yogurt	with	B-OLD
yogurt	with	mushroom	O
with	mushroom	?	B-NEW
mushroom	?	<END>	I-NEW
<START>	add	oat flour	O
add	oat flour	<END>	B-NEW
<START>	insert	flour	O
insert	flour	to	B-NEW
flour	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	substitute	rice	O
substitute	rice	for	B-OLD
rice	for	butter	O
for	butter	<END>	B-NEW
<START>	lets	put	O
lets	put	oat flour	O
put	oat flour	in	B-NEW
oat flour	in	it	O
in	it	<END>	O
<START>	please	use	O
please	use	coconut milk	O
use	coconut milk	instead	B-NEW
coconut milk	instead	of	O
instead	of	chicken	O
of	chicken	<END>	B-OLD
<START>	can	you	O
can	you	add	O
you	add	butter	O
add	butter	?	B-NEW
butter	?	<END>	I-NEW
<START>	can	you	O
can	you	remove	O
you	remove	chia	O
remove	chia	seeds	B-OLD
chia	seeds	?	I-OLD
seeds	?	<END>	I-OLD
<START>	please	use	O
please	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	olive oil	O
of	olive oil	<END>	B-OLD
<START>	skip	the	O
skip	the	honey	O
the	honey	<END>	B-OLD
<START>	can	you	O
can	you	add	O
you	add	vegan cheese	O
add	vegan cheese	?	B-NEW
vegan cheese	?	<END>	I-NEW
<START>	exchange	cheese	O
exchange	cheese	with	B-OLD
cheese	with	sugar	O
with	sugar	<END>	B-NEW
<START>	dont	use	O
dont	use	vegan cheese	O
use	vegan cheese	<END>	B-NEW
<START>	can	you	O
can	you	add	O
you	add	chia	O
add	chia	seeds	B-NEW
chia	seeds	?	I-NEW
seeds	?	<END>	I-NEW
<START>	skip	the	O
skip	the	chicken	O
the	chicken	<END>	B-OLD
<START>	no	quinoa	O
no	quinoa	in	B-OLD
quinoa	in	this	O
in	this	<END>	O
<START>	delete	milk	O
delete	milk	from	B-OLD
milk	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	can	we	O
can	we	swap	O
we	swap	yogurt	O
swap	yogurt	with	B-OLD
yogurt	with	chia	O
with	chia	seeds	B-NEW
chia	seeds	?	I-NEW
seeds	?	<END>	I-NEW
<START>	insert	eggs	O
insert	eggs	to	B-NEW
eggs	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	substitute	flour	O
substitute	flour	for	B-OLD
flour	for	cheese	O
for	cheese	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	coconut milk	O
of	coconut milk	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	quinoa	O
remove	quinoa	?	B-OLD
quinoa	?	<END>	I-OLD
<START>	can	you	O
can	you	remove	O
you	remove	chia	O
remove	chia	seeds	B-OLD
chia	seeds	?	I-OLD
seeds	?	<END>	I-OLD
<START>	please	use	O
please	use	sugar	O
use	sugar	instead	B-NEW
sugar	instead	of	O
instead	of	oat flour	O
of	oat flour	<END>	B-OLD
<START>	take	out	O
take	out	yogurt	O
out	yogurt	<END>	B-OLD
<START>	trade	flour	O
trade	flour	for	B-OLD
flour	for	coconut milk	O
for	coconut milk	<END>	B-NEW
<START>	insert	rice	O
insert	rice	to	B-NEW
rice	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	can	you	O
can	you	remove	O
you	remove	tofu	O
remove	tofu	?	B-OLD
tofu	?	<END>	I-OLD
<START>	add	mushroom	O
add	mushroom	to	B-NEW
mushroom	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	eliminate	cheese	O
eliminate	cheese	<END>	B-OLD
<START>	please	use	O
please	use	rice	O
use	rice	instead	B-NEW
rice	instead	of	O
instead	of	cheese	O
of	cheese	<END>	B-OLD
<START>	add	rice	O
add	rice	<END>	B-NEW
<START>	please	add	O
please	add	oat flour	O
add	oat flour	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	chicken	O
of	chicken	<END>	B-OLD
<START>	can	you	O
can	you	add	O
you	add	cheese	O
add	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	insert	rice	O
insert	rice	to	B-NEW
rice	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	please	use	O
please	use	olive oil	O
use	olive oil	instead	B-NEW
olive oil	instead	of	O
instead	of	quinoa	O
of	quinoa	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	chia	O
remove	chia	seeds	B-OLD
chia	seeds	?	I-OLD
seeds	?	<END>	I-OLD
<START>	use	tofu	O
use	tofu	instead	B-NEW
tofu	instead	of	O
instead	of	vegan cheese	O
of	vegan cheese	<END>	B-OLD
<START>	remove	honey	O
remove	honey	<END>	B-OLD
<START>	i	prefer	O
i	prefer	vegan cheese	O
prefer	vegan cheese	over	B-OLD
vegan cheese	over	honey	O
over	honey	<END>	B-NEW
<START>	skip	the	O
skip	the	cheese	O
the	cheese	<END>	B-OLD
<START>	take	out	O
take	out	beef	O
out	beef	<END>	B-OLD
<START>	please	use	O
please	use	coconut milk	O
use	coconut milk	instead	B-NEW
coconut milk	instead	of	O
instead	of	olive oil	O
of	olive oil	<END>	B-OLD
<START>	please	use	O
please	use	yogurt	O
use	yogurt	instead	B-NEW
yogurt	instead	of	O
instead	of	rice	O
of	rice	<END>	B-OLD
<START>	take	out	O
take	out	coconut milk	O
out	coconut milk	<END>	B-OLD
<START>	use	tofu	O
use	tofu	instead	B-NEW
tofu	instead	of	O
instead	of	flour	O
of	flour	<END>	B-OLD
<START>	add	beef	O
add	beef	to	B-NEW
beef	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	use	milk	O
use	milk	instead	B-NEW
milk	instead	of	O
instead	of	quinoa	O
of	quinoa	<END>	B-OLD
<START>	change	honey	O
change	honey	to	B-OLD
honey	to	chicken	O
to	chicken	<END>	B-OLD
<START>	skip	the	O
skip	the	mushroom	O
the	mushroom	<END>	B-OLD
<START>	use	oat flour	O
use	oat flour	instead	B-NEW
oat flour	instead	of	O
instead	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	add	vegan cheese	O
add	vegan cheese	<END>	B-NEW
<START>	dont	use	O
dont	use	oat flour	O
use	oat flour	<END>	B-NEW
<START>	change	flour	O
change	flour	to	B-OLD
flour	to	oat flour	O
to	oat flour	<END>	B-OLD
<START>	add	cheese	O
add	cheese	to	B-NEW
cheese	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	skip	the	O
skip	the	coconut milk	O
the	coconut milk	<END>	B-OLD
<START>	please	add	O
please	add	eggs	O
add	eggs	<END>	B-NEW
<START>	can	you	O
can	you	remove	O
you	remove	olive oil	O
remove	olive oil	?	B-OLD
olive oil	?	<END>	I-OLD
<START>	i	prefer	O
i	prefer	sugar	O
prefer	sugar	over	B-OLD
sugar	over	yogurt	O
over	yogurt	<END>	B-NEW
<START>	add	cheese	O
add	cheese	to	B-NEW
cheese	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	eggs	O
of	eggs	<END>	B-OLD
<START>	no	olive oil	O
no	olive oil	in	B-OLD
olive oil	in	this	O
in	this	<END>	O
<START>	can	we	O
can	we	swap	O
we	swap	butter	O
swap	butter	with	B-OLD
butter	with	mushroom	O
with	mushroom	?	B-NEW
mushroom	?	<END>	I-NEW
<START>	please	add	O
please	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	please	add	O
please	add	rice	O
add	rice	<END>	B-NEW
<START>	trade	butter	O
trade	butter	for	B-OLD
butter	for	coconut milk	O
for	coconut milk	<END>	B-NEW
<START>	lets	put	O
lets	put	sugar	O
put	sugar	in	B-NEW
sugar	in	it	O
in	it	<END>	O
<START>	insert	olive oil	O
insert	olive oil	to	B-NEW
olive oil	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	can	you	O
can	you	add	O
you	add	beef	O
add	beef	?	B-NEW
beef	?	<END>	I-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	sugar	O
add	sugar	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	beef	O
add	beef	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	cheese	O
add	cheese	<END>	B-NEW
<START>	delete	beef	O
delete	beef	from	B-OLD
beef	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	replace	quinoa	O
replace	quinoa	with	B-OLD
quinoa	with	eggs	O
with	eggs	<END>	B-NEW
<START>	include	eggs	O
include	eggs	please	B-NEW
eggs	please	<END>	O
<START>	please	add	O
please	add	chia	O
add	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	skip	the	O
skip	the	chia	O
the	chia	seeds	B-OLD
chia	seeds	<END>	I-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	butter	O
add	butter	<END>	B-NEW
<START>	substitute	coconut milk	O
substitute	coconut milk	for	B-OLD
coconut milk	for	tofu	O
for	tofu	<END>	B-NEW
<START>	please	use	O
please	use	honey	O
use	honey	instead	B-NEW
honey	instead	of	O
instead	of	almond milk	O
of	almond milk	<END>	B-OLD
<START>	please	use	O
please	use	mushroom	O
use	mushroom	instead	B-NEW
mushroom	instead	of	O
instead	of	butter	O
of	butter	<END>	B-OLD
<START>	exclude	quinoa	O
exclude	quinoa	<END>	B-OLD
<START>	can	we	O
can	we	swap	O
we	swap	honey	O
swap	honey	with	B-OLD
honey	with	cheese	O
with	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	please	add	O
please	add	eggs	O
add	eggs	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	rice	O
add	rice	<END>	B-NEW
<START>	use	vegan cheese	O
use	vegan cheese	instead	B-NEW
vegan cheese	instead	of	O
instead	of	almond milk	O
of	almond milk	<END>	B-OLD
<START>	exclude	tofu	O
exclude	tofu	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	butter	O
of	butter	<END>	B-OLD
<START>	exchange	flour	O
exchange	flour	with	B-OLD
flour	with	cheese	O
with	cheese	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	sugar	O
some	sugar	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	butter	O
some	butter	<END>	B-NEW
<START>	insert	honey	O
insert	honey	to	B-NEW
honey	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	add	oat flour	O
add	oat flour	<END>	B-NEW
<START>	no	oat flour	O
no	oat flour	in	B-OLD
oat flour	in	this	O
in	this	<END>	O
<START>	i	prefer	O
i	prefer	oat flour	O
prefer	oat flour	over	B-OLD
oat flour	over	chia	O
over	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	exchange	quinoa	O
exchange	quinoa	with	B-OLD
quinoa	with	chicken	O
with	chicken	<END>	B-NEW
<START>	dont	use	O
dont	use	eggs	O
use	eggs	<END>	B-NEW
<START>	substitute	mushroom	O
substitute	mushroom	for	B-OLD
mushroom	for	beef	O
for	beef	<END>	B-NEW
<START>	change	milk	O
change	milk	to	B-OLD
milk	to	honey	O
to	honey	<END>	B-OLD
<START>	skip	the	O
skip	the	honey	O
the	honey	<END>	B-OLD
<START>	can	you	O
can	you	add	O
you	add	beef	O
add	beef	?	B-NEW
beef	?	<END>	I-NEW
<START>	lets	put	O
lets	put	oat flour	O
put	oat flour	in	B-NEW
oat flour	in	it	O
in	it	<END>	O
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	beef	O
add	beef	<END>	B-NEW
<START>	skip	the	O
skip	the	chicken	O
the	chicken	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	milk	O
remove	milk	?	B-OLD
milk	?	<END>	I-OLD
<START>	delete	almond milk	O
delete	almond milk	from	B-OLD
almond milk	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	please	use	O
please	use	mushroom	O
use	mushroom	instead	B-NEW
mushroom	instead	of	O
instead	of	almond milk	O
of	almond milk	<END>	B-OLD
<START>	add	coconut milk	O
add	coconut milk	to	B-NEW
coconut milk	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	dont	use	O
dont	use	tofu	O
use	tofu	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	chicken	O
swap	chicken	with	B-OLD
chicken	with	rice	O
with	rice	?	B-NEW
rice	?	<END>	I-NEW
<START>	add	flour	O
add	flour	<END>	B-NEW
<START>	include	cheese	O
include	cheese	please	B-NEW
cheese	please	<END>	O
<START>	throw	in	O
throw	in	some	O
in	some	vegan cheese	O
some	vegan cheese	<END>	B-NEW
<START>	take	out	O
take	out	sugar	O
out	sugar	<END>	B-OLD
<START>	take	out	O
take	out	butter	O
out	butter	<END>	B-OLD
<START>	exchange	beef	O
exchange	beef	with	B-OLD
beef	with	honey	O
with	honey	<END>	B-NEW
<START>	replace	butter	O
replace	butter	with	B-OLD
butter	with	olive oil	O
with	olive oil	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	olive oil	O
swap	olive oil	with	B-OLD
olive oil	with	quinoa	O
with	quinoa	?	B-NEW
quinoa	?	<END>	I-NEW
<START>	eliminate	almond milk	O
eliminate	almond milk	<END>	B-OLD
<START>	change	olive oil	O
change	olive oil	to	B-OLD
olive oil	to	flour	O
to	flour	<END>	B-OLD
<START>	change	sugar	O
change	sugar	to	B-OLD
sugar	to	chia	O
to	chia	seeds	B-OLD
chia	seeds	<END>	I-OLD
<START>	add	rice	O
add	rice	<END>	B-NEW
<START>	eliminate	honey	O
eliminate	honey	<END>	B-OLD
<START>	can	you	O
can	you	add	O
you	add	butter	O
add	butter	?	B-NEW
butter	?	<END>	I-NEW
<START>	use	yogurt	O
use	yogurt	instead	B-NEW
yogurt	instead	of	O
instead	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	remove	almond milk	O
remove	almond milk	<END>	B-OLD
<START>	include	butter	O
include	butter	please	B-NEW
butter	please	<END>	O
<START>	include	olive oil	O
include	olive oil	please	B-NEW
olive oil	please	<END>	O
<START>	trade	rice	O
trade	rice	for	B-OLD
rice	for	chia	O
for	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	eliminate	coconut milk	O
eliminate	coconut milk	<END>	B-OLD
<START>	please	use	O
please	use	honey	O
use	honey	instead	B-NEW
honey	instead	of	O
instead	of	eggs	O
of	eggs	<END>	B-OLD
<START>	remove	beef	O
remove	beef	<END>	B-OLD
<START>	i	prefer	O
i	prefer	sugar	O
prefer	sugar	over	B-OLD
sugar	over	milk	O
over	milk	<END>	B-NEW
<START>	add	quinoa	O
add	quinoa	<END>	B-NEW
<START>	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	almond milk	O
of	almond milk	<END>	B-OLD
<START>	delete	honey	O
delete	honey	from	B-OLD
honey	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	lets	put	O
lets	put	beef	O
put	beef	in	B-NEW
beef	in	it	O
in	it	<END>	O
<START>	add	beef	O
add	beef	<END>	B-NEW
<START>	can	you	O
can	you	remove	O
you	remove	sugar	O
remove	sugar	?	B-OLD
sugar	?	<END>	I-OLD
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	beef	O
include	beef	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	honey	O
swap	honey	with	B-OLD
honey	with	mushroom	O
with	mushroom	?	B-NEW
mushroom	?	<END>	I-NEW
<START>	substitute	rice	O
substitute	rice	for	B-OLD
rice	for	vegan cheese	O
for	vegan cheese	<END>	B-NEW
<START>	trade	eggs	O
trade	eggs	for	B-OLD
eggs	for	flour	O
for	flour	<END>	B-NEW
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	eggs	O
include	eggs	<END>	B-NEW
<START>	please	add	O
please	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	include	chicken	O
include	chicken	please	B-NEW
chicken	please	<END>	O
<START>	insert	milk	O
insert	milk	to	B-NEW
milk	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	i	prefer	O
i	prefer	sugar	O
prefer	sugar	over	B-OLD
sugar	over	coconut milk	O
over	coconut milk	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	dont	use	O
dont	use	coconut milk	O
use	coconut milk	<END>	B-NEW
<START>	please	add	O
please	add	yogurt	O
add	yogurt	<END>	B-NEW
<START>	i	prefer	O
i	prefer	beef	O
prefer	beef	over	B-OLD
beef	over	quinoa	O
over	quinoa	<END>	B-NEW
<START>	please	use	O
please	use	tofu	O
use	tofu	instead	B-NEW
tofu	instead	of	O
instead	of	butter	O
of	butter	<END>	B-OLD
<START>	throw	in	O
throw	in	some	O
in	some	flour	O
some	flour	<END>	B-NEW
<START>	change	cheese	O
change	cheese	to	B-OLD
cheese	to	butter	O
to	butter	<END>	B-OLD
<START>	i	prefer	O
i	prefer	honey	O
prefer	honey	over	B-OLD
honey	over	beef	O
over	beef	<END>	B-NEW
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	mushroom	O
include	mushroom	<END>	B-NEW
<START>	use	honey	O
use	honey	instead	B-NEW
honey	instead	of	O
instead	of	yogurt	O
of	yogurt	<END>	B-OLD
<START>	delete	flour	O
delete	flour	from	B-OLD
flour	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	dont	use	O
dont	use	honey	O
use	honey	<END>	B-NEW
<START>	insert	olive oil	O
insert	olive oil	to	B-NEW
olive oil	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	include	eggs	O
include	eggs	please	B-NEW
eggs	please	<END>	O
<START>	skip	the	O
skip	the	sugar	O
the	sugar	<END>	B-OLD
<START>	please	use	O
please	use	rice	O
use	rice	instead	B-NEW
rice	instead	of	O
instead	of	cheese	O
of	cheese	<END>	B-OLD
<START>	i	prefer	O
i	prefer	eggs	O
prefer	eggs	over	B-OLD
eggs	over	oat flour	O
over	oat flour	<END>	B-NEW
<START>	substitute	butter	O
substitute	butter	for	B-OLD
butter	for	sugar	O
for	sugar	<END>	B-NEW
<START>	lets	put	O
lets	put	honey	O
put	honey	in	B-NEW
honey	in	it	O
in	it	<END>	O
<START>	delete	almond milk	O
delete	almond milk	from	B-OLD
almond milk	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	eliminate	rice	O
eliminate	rice	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	mushroom	O
remove	mushroom	?	B-OLD
mushroom	?	<END>	I-OLD
<START>	throw	in	O
throw	in	some	O
in	some	quinoa	O
some	quinoa	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	flour	O
swap	flour	with	B-OLD
flour	with	oat flour	O
with	oat flour	?	B-NEW
oat flour	?	<END>	I-NEW
<START>	take	out	O
take	out	vegan cheese	O
out	vegan cheese	<END>	B-OLD
<START>	delete	quinoa	O
delete	quinoa	from	B-OLD
quinoa	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	trade	chia	O
trade	chia	seeds	B-OLD
chia	seeds	for	I-OLD
seeds	for	eggs	O
for	eggs	<END>	B-NEW
<START>	substitute	milk	O
substitute	milk	for	B-OLD
milk	for	rice	O
for	rice	<END>	B-NEW
<START>	take	out	O
take	out	olive oil	O
out	olive oil	<END>	B-OLD
<START>	switch	chia	O
switch	chia	seeds	B-OLD
chia	seeds	for	I-OLD
seeds	for	sugar	O
for	sugar	<END>	B-NEW
<START>	include	almond milk	O
include	almond milk	please	B-NEW
almond milk	please	<END>	O
<START>	change	flour	O
change	flour	to	B-OLD
flour	to	cheese	O
to	cheese	<END>	B-OLD
<START>	trade	quinoa	O
trade	quinoa	for	B-OLD
quinoa	for	oat flour	O
for	oat flour	<END>	B-NEW
<START>	include	flour	O
include	flour	please	B-NEW
flour	please	<END>	O
<START>	substitute	honey	O
substitute	honey	for	B-OLD
honey	for	coconut milk	O
for	coconut milk	<END>	B-NEW
<START>	exclude	rice	O
exclude	rice	<END>	B-OLD
<START>	eliminate	eggs	O
eliminate	eggs	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	olive oil	O
of	olive oil	<END>	B-OLD
<START>	i	prefer	O
i	prefer	eggs	O
prefer	eggs	over	B-OLD
eggs	over	olive oil	O
over	olive oil	<END>	B-NEW
<START>	trade	quinoa	O
trade	quinoa	for	B-OLD
quinoa	for	beef	O
for	beef	<END>	B-NEW
<START>	please	add	O
please	add	butter	O
add	butter	<END>	B-NEW
<START>	substitute	cheese	O
substitute	cheese	for	B-OLD
cheese	for	oat flour	O
for	oat flour	<END>	B-NEW
<START>	i	prefer	O
i	prefer	yogurt	O
prefer	yogurt	over	B-OLD
yogurt	over	beef	O
over	beef	<END>	B-NEW
<START>	no	milk	O
no	milk	in	B-OLD
milk	in	this	O
in	this	<END>	O
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	insert	oat flour	O
insert	oat flour	to	B-NEW
oat flour	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	change	almond milk	O
change	almond milk	to	B-OLD
almond milk	to	milk	O
to	milk	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	sugar	O
of	sugar	<END>	B-OLD
<START>	change	tofu	O
change	tofu	to	B-OLD
tofu	to	quinoa	O
to	quinoa	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	coconut milk	O
add	coconut milk	<END>	B-NEW
<START>	replace	quinoa	O
replace	quinoa	with	B-OLD
quinoa	with	beef	O
with	beef	<END>	B-NEW
<START>	delete	honey	O
delete	honey	from	B-OLD
honey	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	add	yogurt	O
add	yogurt	to	B-NEW
yogurt	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	please	add	O
please	add	beef	O
add	beef	<END>	B-NEW
<START>	add	flour	O
add	flour	<END>	B-NEW
<START>	lets	put	O
lets	put	flour	O
put	flour	in	B-NEW
flour	in	it	O
in	it	<END>	O
<START>	include	almond milk	O
include	almond milk	please	B-NEW
almond milk	please	<END>	O
<START>	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	milk	O
of	milk	<END>	B-OLD
<START>	delete	coconut milk	O
delete	coconut milk	from	B-OLD
coconut milk	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	change	coconut milk	O
change	coconut milk	to	B-OLD
coconut milk	to	tofu	O
to	tofu	<END>	B-OLD
<START>	i	prefer	O
i	prefer	oat flour	O
prefer	oat flour	over	B-OLD
